sentence_index,num_bytes,num_patches,avg_patch_length,mean_entropy,min_entropy,max_entropy,text_preview
23758,396,51,7.76,0.4862,0.0002,3.1869,अशी आशा आहे की नवीन शोधामुळे अनन्य उडत्या सस्तन प्राण्याच्या वर्तनावर नवीन प्रका
23759,489,75,6.52,0.5397,0.0003,3.2005,नॅशनल ट्रस्ट ऑफ स्कॉटलँडच्या संशोधकांचा अभ्यास सामान्य आणि सोप्रानो पिपिस्ट्रेले
23760,336,39,8.62,0.4448,0.0002,3.1869,संपूर्ण मोसमात वटवाघळांच्या क्रियाकलापाचा मागोवा घेण्यासाठी मालमत्तेवरील मोक्याच
23761,248,37,6.7,0.5416,0.0003,3.1869,एनएचएस कर्मचारी आणि स्वयंसेवक हॅडडेल्ड डिटेक्टर्सचा वापर करून मोबाईल सर्वेक्षण द
23762,399,46,8.67,0.4782,0.0002,3.1869,सर्व ध्वनिमुद्रणांचे तज्ज्ञ ध्वनि विश्लेषण वटवाघळांच्या बोलावण्याची वारंवारता नि
23763,324,39,8.31,0.4528,0.0002,3.2574,त्यांच्या वर्तनाचे भूप्रदेशस्केलवर विस्तृत चित्र उभे करण्यासाठी नंतर प्राकृतिक न
23764,519,66,7.86,0.4815,0.0002,3.2563,एनटीएसचे निसर्ग संरक्षण सल्लागार रॉब डेवर आशा व्यक्त करतात की परिणामांमध्ये वटवा
23765,523,65,8.05,0.4757,0.0002,3.267,प्राकृतिक निवासाच्या व्यवस्थापन कार्याचे फायदे जसे की कुरणांची निर्मिती आणि वटवा
23766,219,26,8.42,0.4647,0.0003,3.1869,गेल्या शतकात स्कॉटलंडमधील आणि युकेमधील वटवाघळांची संख्या लक्षणीयरित्या घटली आहे
23767,265,36,7.36,0.4831,0.0002,3.1869,बांधकाम व विकास कामांमुळे प्रभावित वसतिस्थान आणि प्राकृतिक निवास गमावल्यामुळे ते
23768,460,65,7.08,0.5242,0.0002,3.1941,वायु टर्बाइन्स आणि लायटिंगसुद्धा धोका उत्पन्न करते तसेच फ्लायपेपर्स आणि बांधकाम 
23769,87,10,8.7,0.5135,0.0003,3.1869,वटवाघळे प्रत्यक्षात आंधळी नसतात
23770,338,36,9.39,0.4101,0.0002,3.1869,तथापि त्यांच्या रात्री शिकार करण्याच्या सवयीमुळे शिकार पकडण्यासाठी त्यांचे कान त
23771,294,36,8.17,0.4577,0.0002,3.2196,ते किड्यांना आणि त्यांच्या मार्गातील अडथळ्यांना शोधून काढण्यासाठी अत्याधुनिक इको
23772,420,58,7.24,0.4754,0.0002,3.1869,देशभरातील 270 ऐतिहासिक इमारतींची 38 महत्त्वाच्या बागांची आणि 76000 हेक्टर जमिनीच
23773,347,44,7.89,0.4708,0.0002,3.1869,त्यामध्ये दहा प्रशिक्षित तज्ज्ञ आहेत जे नियमितपणे सर्वेक्षण करतात वसतिस्थानांची 
23774,419,62,6.76,0.5655,0.0003,3.2979,संस्थेने डमफ्रीज आणि गॅलोवे येथील थ्रीव्ह इस्टेट येथे स्कॉटलँडचे प्रथम व एकमेव व
23775,239,32,7.47,0.5024,0.0002,3.1869,इस्टेटचे व्यवस्थापक डेव्हिड थॉम्पसन म्हणाले की ती इस्टेट त्यांच्यासाठी आदर्श प्र
23776,148,17,8.71,0.4597,0.0003,3.2159,थ्रीव्ह येथे वटवाघळांसाठी उत्तम क्षेत्र आहे ते म्हणाले
23777,203,31,6.55,0.5125,0.0003,3.2492,आमच्याकडे जुन्या इमारती भरपूर जुनी झाडे आणि सर्व चांगले प्राकृतिक निवास आहे
23778,561,71,7.9,0.4454,0.0002,3.2216,परंतु वटवाघळांविषयी अशा कित्येक गोष्टी आहेत ज्या अजूनही माहीत नाहीत म्हणून आम्ही
23779,662,86,7.7,0.4753,0.0002,3.267,मालमत्तेचा रखरखाव करण्यापूर्वी वटवाघळांचा तपास करण्याच्या आवश्यकतेवर ते जोर देता
23780,343,46,7.46,0.4782,0.0002,3.1869,वटवाघळे संरक्षित आहेत आणि त्याना मारणे छळ करणे किंवा त्यांना त्रास देणे किंवा त्
23781,253,35,7.23,0.5122,0.0003,3.1869,वटवाघूळ संवर्धन ट्रस्टचे स्कॉटिश अधिकारी एलिझाबेथ फेरेलनी लोकांना मदतीसाठी प्रोत
23782,392,46,8.52,0.4427,0.0002,3.1869,त्या म्हणाल्या आम्हाला आमच्या वटवाघळांबद्दल खूप काही शिकायचे आहे कारण आपल्या अने
23783,280,35,8.0,0.4692,0.0002,3.1869,रोनाल्डोने बलात्काराच्या आरोपांचे खंडन केले तसेच वकिलांनी जर्मन मासिकावर खटला दा
23784,447,53,8.43,0.4587,0.0002,3.1869,क्रिस्टियानो रोनाल्डोने त्याच्यावरील बलात्काराच्या आरोपांची खोटी बातमी म्हणून सं
23785,288,37,7.78,0.4656,0.0002,3.2175,त्याच्या वकिलांनी आरोप प्रकाशित करणाऱ्या डेर स्पिगेल या जर्मन वृत्त मासिकावर खटल
23786,401,62,6.47,0.5295,0.0002,3.2659,पोर्तुगाल आणि ज्युव्हेंटस फॉरवर्डवर कॅथरिन मायोर्गा नावाच्या एका अमेरिकन महिलेवर
23787,298,39,7.64,0.4869,0.0003,3.2186,डेर स्पिगेलने शुक्रवारी वृत्त दिले की त्याच्यावर तिला त्या घटनेविषयी तोंड बंद ठे
23788,448,62,7.23,0.4788,0.0002,3.1869,दाव्याच्या वृत्ताच्या काही तासांनंतर इन्टाग्राम थेट व्हिडिओमधून त्याच्या 142 दशल
23789,64,16,4.0,0.6699,0.001,3.1869,नाही नाही नाही नाही नाही
23790,246,42,5.86,0.5943,0.0003,3.1869,ते आज जे म्हणाले ती खोटी बातमी आहे असे पाचवेळा बॅलन डीओर विजेता कॅमेऱ्यासमोर बोल
23791,146,18,8.11,0.4744,0.0003,3.1869,माझ्या नावाचा वापर करून ते स्वतःचा प्रचार करू इच्छितात
23792,38,7,5.43,0.6179,0.0005,3.1869,ते सामान्य आहे
23793,174,29,6.0,0.5419,0.0002,3.1869,माझे नाव घेऊन ते प्रसिद्धी मिळवू पाहत आहेत परंतु हा कामाचा भाग आहे
23794,187,31,6.03,0.5513,0.0004,3.1869,मी आनंदी मनुष्य आहे आणि सर्व काही ठीक आहे पुढे हा खेळाडू हसतहसत म्हणाला
23795,444,54,8.22,0.4813,0.0002,3.2235,रोनाल्डोचे वकील आरोपांसाठी डेर स्पिगेलवर खटला दाखल करण्याची तयारी करत आहेत जे त्
23796,525,70,7.5,0.4942,0.0002,3.194,वकील क्रिस्टिन शेर्ट्झ म्हणाले की खेळाडू नैतिक क्षतीसाठी उल्लंघनाच्या जे संभाव्य
23797,233,41,5.68,0.596,0.0003,3.1966,आरोपित घटना लास व्हेगासमधील पाम्स हॉटेल अँड कॅसिनोमधील एका स्वीटमध्ये जून 2009 म
23798,557,80,6.96,0.5079,0.0002,3.2187,नेवाडामधील क्लार्क काउंटी डिस्ट्रिक्ट कोर्टात सादर केलेल्या दस्तऐवजांनुसार नाइटक
23799,388,55,7.05,0.5063,0.0002,3.2698,मायोर्गाने दावा केला की कथित घटनेनंतर रोनाल्डोने घुटन्यावर टेकून तिला सांगितले क
23800,305,38,8.03,0.4339,0.0003,3.1869,दस्तऐवजांमध्ये दावा केला आहे की रोनाल्डोने लैंगिक संबंधांचा स्वीकार केला मात्र त
23801,706,101,6.99,0.4855,0.0002,3.2132,मायोर्गाने देखील दावा केला की ती पोलिसांकडे गेली होती आणि तिच्याकडे हॉस्पिटलमध्य
23802,279,43,6.49,0.5931,0.0002,3.1421,34वर्षीय मायोर्गा म्हणते की ती आता समझोता धुडकावून लावत आहे कारण कथित घटनेमुळे त
23803,457,59,7.75,0.4925,0.0002,3.2136,कथित हल्ला झाला तेव्हा रोनाल्डो मँचेस्टर युनायटेडमधून रियल माद्रिदमध्ये सामील हो
23804,159,27,5.89,0.5909,0.0003,3.1869,ब्रेक्झिट यूकेला कारमेकर्सना मुकल्याचा कायम पश्चाताप होईल
23805,393,56,7.02,0.4929,0.0002,3.1869,यूकेला ब्रेक्झिटनंतर कार उत्पादनातील जागतिक पुढाऱ्याच्या दर्जाला मुकावे लागल्यास
23806,536,77,6.96,0.5238,0.0002,3.205,ते पुढे म्हणाले की काळजीचा बाब म्हणजे टोयोटा यूकेने बीबीसीला सांगितले की ब्रिटन 
23807,129,17,7.59,0.4774,0.0002,3.1869,आम्हाला डीलची आवश्यकता आहे श्री क्लार्क म्हणाले
23808,283,40,7.08,0.5001,0.0002,3.228,जपानी कारनिर्माता म्हणाला की नोडील ब्रेक्झिट झाल्यास सीमा विलंबाच्या फटक्यामुळे 
23809,460,70,6.57,0.5343,0.0002,3.2245,बर्नस्टन प्लँट जेथे टोयोटाच्या ऑरिस आणि अॅव्हेंसिसचे उत्पादन होते गेल्या वर्षी ज
23810,469,63,7.44,0.4976,0.0003,3.2086,माझ्या मते ब्रिटन मार्च अखेरीस ईयूमधून बाहेर पडल्यास आमच्या कारखान्यातील उत्पादन
23811,436,62,7.03,0.5223,0.0002,3.2079,होंडा बीएमडब्ल्यू आणि जग्वार लँड रोव्हर सहित अन्य यूकेच्या कार निर्मात्यांनी करा
23812,280,36,7.78,0.5037,0.0003,3.2158,उदाहरणार्थ बीएमडब्ल्यू म्हणतात ब्रेक्झिटनंतर एक महिना ते त्यांचा ऑक्सफर्ड येथील 
23813,233,35,6.66,0.4848,0.0002,3.2189,नोडील ब्रेक्झिट झाल्यास पुरवठा साखळी धोक्यात येईल ही कारनिर्मात्यांची मुख्य काळज
23814,434,67,6.48,0.5307,0.0003,3.2114,टोयोटाची उत्पादन लाइन अगदी वेळेत या तत्त्वावर चालते जेथे मागणीवर तयार केल्या जाण
23815,445,62,7.18,0.5154,0.0003,3.2457,जर यूके ईयुमधून कोणत्याही सौद्याशिवाय 29 मार्चअगोदर बाहेर पडले तर सीमेवर उलथापाल
23816,378,48,7.88,0.4645,0.0002,3.1889,टोयोटासाठी त्याच्या डर्बीशायर प्लांटमध्ये एका दिवसापेक्षा जास्त मालसाठा रोखून ठे
23817,438,58,7.55,0.4951,0.0002,3.2257,मिस्टर क्लार्क म्हणाले की थेरेसा मे यांची ईयूसोबत भविष्यातील नातेसंबंधांसाठी चेक
23818,672,84,8.0,0.4689,0.0003,3.1494,“आपल्यासाठी एक सौदा पूर्ण होणे गरजेचे आहे आम्हाला एक सर्वोत्कृष्ट असा सौदा हवा आ
23819,464,58,8.0,0.4748,0.0002,3.1366,“हा पुरावा केवळ टोयोटाकडून नाही पण इतर उत्पादकांकडून देखील आहे ज्यांच्यासाठी आपल
23820,459,59,7.78,0.4847,0.0003,3.2182,किती काळापर्यंत उत्पादन थांबेल हे टोयोटा हे सांगू शकले नाही पण दिर्घावधीत इशारा 
23821,639,88,7.26,0.4964,0.0002,3.1869,पीटर सुव्हल्लारीस ज्यांनी बर्नस्टोनमध्ये 24 वर्षे काम केले आणि त्या प्लांटमध्ये 
23822,315,36,8.75,0.4596,0.0002,3.1869,एका सरकारी प्रवक्त्याने म्हटले “आम्ही ईयूसोबत आपल्या भविष्यातील संबंधांसाठी एक अ
23823,218,34,6.41,0.5313,0.0002,3.1869,ट्रम्प यांची रोझेन्स्टीनसोबत बैठक पुन्हा लांबली जाऊ शकते असे व्हाईट हाऊस म्हणाले
23824,599,69,8.68,0.4624,0.0003,3.1869,डोनाल्ड ट्रम्प यांची डेप्युटी अॅटर्नी जनरल रॉड रोझेन्स्टीनसोबत उच्चस्तरीय बैठक स
23825,603,78,7.73,0.479,0.0002,3.2296,रोझेन्स्टीन विशेष समुपदेशक रॉबर्ट म्यूलेर यांच्या कामाची देखरेख करतात ज्या कामात
23826,488,63,7.75,0.4733,0.0002,3.1903,ट्रम्प डेप्युटी अॅटर्नी जनरलना बाहेरचा रस्ता दाखवतील किंवा दाखविणार नाहीत आणि त्
23827,558,64,8.72,0.4345,0.0002,3.1911,या महिन्याच्या आरंभी न्युयॉर्क टाइम्सने वृत्त दिले की रोझेन्स्टीन यांनी ट्रम्प य
23828,104,12,8.67,0.4941,0.0003,3.1869,रोझेन्स्टीन यांनी या वृत्तास नकार दिला
23829,256,28,9.14,0.4287,0.0002,3.1922,परंतु मागील सोमवारी ते व्हाईट हाऊस येथे गेले आणि त्यावेळी त्यांच्या राजीनाम्यावि
23830,318,35,9.09,0.3837,0.0002,3.1903,त्याऐवजी त्यावेळी न्यूयॉर्कमधील युनायटेड नेशन्समध्ये असलेल्या ट्रम्पसोबत गुरुवार
23831,812,114,7.12,0.5021,0.0002,3.267,ट्रम्प म्हणाले की रोझेन्स्टीनना बाहेर काढणे त्यांची “पसंती नसेल” पण सेनेट ज्युडि
23832,401,49,8.18,0.4378,0.0002,3.1968,शुक्रवारी ट्रम्पने कवानु यांच्याविरुद्ध दाव्यांच्या तपासासाठी एका आठवड्याच्या एफ
23833,183,28,6.54,0.5152,0.0003,3.2634,ट्रम्पची प्रेस सचिव सारा सँडर्स फॉक्स न्यूज संडेवर उपस्थित राहिल्या
23834,582,69,8.43,0.4731,0.0002,3.267,रोझेन्स्टीनच्या बैठकीविषयी विचारल्यावर त्या म्हणाल्या “त्याच्यासाठी तारीख ठरलेली
23835,172,26,6.62,0.5124,0.0004,3.1869,परंतु आम्ही पाहू आणि मला नेहमीच प्रेसला माहिती देत रहायला आवडते”
23836,325,42,7.74,0.4827,0.0002,3.1933,काही पत्रकारांनी वाद घातला ज्याद्वारे हे निश्चित होते सँडर्स यांनी 10 सप्टेंबरपा
23837,98,17,5.76,0.5614,0.0002,3.1869,आयोजक ख्रिस वॅलेस यांनी कारण विचारले
23838,491,57,8.61,0.4795,0.0002,3.1869,सँडर्स म्हणाल्या विवरणे देण्यामधील कमीसाठी टीव्ही पत्रकारांच्या “प्रदर्शनाबाबत” 
23839,178,25,7.12,0.513,0.0003,3.1869,त्यांनी नंतर सुचविले की ट्रम्प आणि प्रेस दरम्यान थेट संपर्क वाढेल”
23840,494,50,9.88,0.415,0.0002,3.2152,हे राष्ट्रपती त्यांच्या अगोदरच्या कोणत्याही राष्ट्रपतींपेक्षा जास्त प्रश्नोत्तरा
23841,479,57,8.4,0.4904,0.0002,3.1869,विवरणे देणे चालूच राहील सँडर्स म्हणाल्या पण “पत्रकारांना जर युनायटेड स्टेट्सच्या
23842,511,63,8.11,0.4688,0.0002,3.1869,आम्ही ते करण्याचा फार प्रयत्न करतो आणि मागील काही आठवड्यांमध्ये तुम्ही ते करताना
23843,416,55,7.56,0.4467,0.0002,3.1869,व्हाईट हाऊस सोडताना किंवा खुल्या सत्रात किंवा भेट देणाऱ्या उच्च पदाधिकाऱ्यांसह अ
23844,97,11,8.82,0.4772,0.0003,3.1869,एकट्या पत्रकार परिषदा क्वचितच असतात
23845,369,35,10.54,0.4074,0.0003,3.1992,या आठवड्यात न्यूयॉर्कमध्ये अध्यक्षांनी कदाचित जमा झालेल्या पत्रकारांसमोर निष्काळ
23846,239,32,7.47,0.4546,0.0002,3.1869,आरोग्य सचिवांनी ब्रेक्झिटच्या चिंतेविषयी एनएचएस स्कॉटलंडमधील ईयू कर्मचाऱ्यांना ल
23847,456,47,9.7,0.4059,0.0003,3.2243,आरोग्य सचिवांनी स्कॉटलंडच्या एनएचएसमध्ये काम करणाऱ्या ईयू कर्मचाऱ्यांना देशाची क
23848,287,48,5.98,0.5374,0.0002,3.1933,जीन फ्रीमॅन एमएसपीने यूके ईयूमधून बाहेर पाडण्यासाठी सहा महिन्यांपेक्षा कमी कालाव
23849,457,51,8.96,0.4263,0.0002,3.2022,स्कॉटिश सरकार आपल्यावर जबाबदारी असलेल्या सार्वजनिक सेवांमध्ये काम करत असणाऱ्या ई
23850,426,57,7.47,0.4946,0.0002,3.1966,आपल्या पत्रात मिस फ्रीमॅन लिहितात “पूर्ण उन्हाळ्यात यूके आणि ईयूदरम्यान बाहेर पड
23851,202,28,7.21,0.4529,0.0003,3.1869,परंतु यूके सरकार एका संभाव्य सौद्याशिवाय परिस्थितीसाठी देखील तयारी करत आहे
23852,207,26,7.96,0.4493,0.0002,3.2448,मला माहीत आहे तुम्हा सर्वांसाठी हा एक अत्यंत अस्वस्थ होण्याचा काळ असला पाहिजे
23853,464,55,8.44,0.4597,0.0002,3.1869,त्यासाठीच मला आता या गोष्टीची पुनरावृत्ती करायची आहे की त्यांचे राष्ट्रीयत्व कोण
23854,492,65,7.57,0.4969,0.0003,3.1869,ईयूतील आणि पलीकडील सहकर्मचारी अमुल्य कौशल्ये आणि अनुभव आणतात जे आरोग्य सेवेच्या 
23855,205,31,6.61,0.5209,0.0002,3.1938,स्कॉटलंड तुमचे आपलेच घर आहे आणि तुम्ही येथे रहावे अशी आमची मनापासून इच्छा आहे
23856,230,28,8.21,0.4114,0.0003,3.1869,डोक्याला इजा झाल्यानंतर ख्रिस्शन अॅबरक्रोम्बीवर आपत्कालीन शस्त्रक्रिया करण्यात आ
23857,622,101,6.16,0.5449,0.0003,3.267,शनिवारी झालेल्या खेळात 3127 ने वँडरबिल्ट कमोडोर्ससमोर पराभूत खालेल्या सामन्यात ड
23858,289,41,7.05,0.5258,0.0003,3.1869,टेनेसी स्टेटचे मुख्य प्रशिक्षक रॉड रीडनी अर्ध्या डावाच्या थोड्याच अगोदर इजा झाल्
23859,143,26,5.5,0.6207,0.0005,3.1767,“तो साईडलाईनकडे आला आणि तेथेच कोसळला” असे रीड म्हणाले
23860,376,48,7.83,0.4732,0.0002,3.249,प्रशिक्षक आणि वैद्यकीय कर्मचाऱ्यांनी स्ट्रेचरवर ठेवण्यापूर्वी आणि पुढील निदानासा
23861,498,73,6.82,0.5432,0.0002,3.2618,टेनेसी स्टेटच्या एका अधिकाऱ्याने नॅशव्हिल्ले टेनेसीमध्ये डब्ल्यूएसएमव्हीच्या ख्र
23862,409,55,7.44,0.4601,0.0002,3.1869,हॅरिस यांनी पुढे म्हटले की “इजेच्या प्रकाराबद्दल किंवा प्रमाणाबद्दल अद्याप माहित
23863,347,58,5.98,0.5512,0.0003,3.1869,अॅबरक्रोम्बी एक रेडशर्टचा दुसऱ्या वर्षाचा विद्यार्थी इलिनोइसकडून स्थलांतरित झाल्
23864,304,45,6.76,0.5236,0.0003,3.1869,वर्तमान खेळाअगोदर शनिवारी त्याने एकूण पाच टॅकल्स मिळविले होते ज्यामुळे या सीझनमध
23865,250,32,7.81,0.4424,0.0002,3.2017,विदेश खरेदीकर्त्यांकडून यूकेमध्ये मालमत्ता खरेदी करण्यासाठी अधिक मुद्रांक शुल्क 
23866,471,60,7.85,0.453,0.0002,3.2017,विदेश खरेदीकर्त्यांकडून यूकेमध्ये मालमत्ता खरेदी करण्यासाठी अधिक मुद्रांक शुल्क 
23867,229,32,7.16,0.5125,0.0002,3.1869,हे पाऊल तरुण मतदारांना आकर्षित करण्याच्या कॉर्बीनच्या अभियानाच्या यशाला खिंडार प
23868,182,31,5.87,0.5479,0.0002,3.1871,हे मुद्रांक शुल्क अशा लोकांसाठी लावले जाईल जे यूकेमध्ये कर भरत नाहीत
23869,225,32,7.03,0.4783,0.0002,3.1969,बेघरांच्या मदतीसाठी कोषागारात दरवर्षी 12 कोटी पाउंड्सपर्यंत भर पडण्याची अपेक्षा 
23870,533,70,7.61,0.4713,0.0002,3.267,विदेश खरेदीकर्त्यांकडून यूकेमध्ये मालमत्ता खरेदी करण्यासाठी अधिक मुद्रांक शुल्क 
23871,620,77,8.05,0.4657,0.0002,3.267,जेरमी कॉर्बीनच्या अधिक किफायतशीर घरे पुरविण्यासाठी आणि उच्च कमावत्या लोकांना लक्
23872,460,56,8.21,0.445,0.0002,3.2196,मुद्रांक शुल्कातील वाढ यूकेमध्ये कर न भरणाऱ्या व्यक्ती आणि कंपन्यांवर लावला जाईल
23873,496,55,9.02,0.4406,0.0002,3.2084,अधिभार – दुसऱ्या घरांवर दोन वर्षांपूर्वी लावलेल्या उच्च पातळ्यांसमवेत हे या प्रस
23874,204,29,7.03,0.494,0.0002,3.212,कोषागारात या पावलामुळे दरवर्षी 12 कोटी पाउंड्सपर्यंत भर पडण्याची अपेक्षा आहे
23875,591,75,7.88,0.4697,0.0002,3.267,एका अनुमानानुसार नव्याने बांधलेल्या लंडनमधील मालमत्तांचच्या 13 टक्के खरेदी नॉनयू
23876,385,59,6.53,0.5173,0.0002,3.1869,देशातील अनेक सधन क्षेत्रे – खास करून राजधानीत – विदेशी खरेदीकर्त्यांमुळे “भूत गा
23877,428,52,8.23,0.4724,0.0002,3.1869,हे नवे धोरण बोरिस जॉन्सन यांच्या जास्त तरुण लोकांना आपले पहिले घर खरेदी करण्यासा
23878,684,89,7.69,0.4794,0.0002,3.267,त्यांनी मोठ्या बांधकाम कंपन्यांवर आरोप लावला की ते जमिनी खरेदी करून ठेवतात पण वा
23879,419,55,7.62,0.4511,0.0002,3.2046,मि कॉर्बीन यांनी प्रस्तावित गृहनिर्माण सुधारणांच्या लक्षवेधक मालिकेची घोषणा केली
23880,214,29,7.38,0.4535,0.0002,3.1869,नवी घरे बांधण्यासाठी कौन्सिल्सना जास्त अधिकार देण्याची देखील त्यांची इच्छा आहे
23881,462,58,7.97,0.45,0.0002,3.1869,मिसेस मे म्हणाल्या “मागील वर्षी मी म्हटले की ब्रिटीश लोकांच्या प्रत्येक नव्या पि
23882,207,25,8.28,0.4557,0.0003,3.1869,आणि त्याचा अर्थ म्हणजे मोडकळीस आलेल्या गृहनिर्माण बाजारपेठेस सुस्थापित करणे
23883,259,36,7.19,0.5311,0.0003,3.2497,ब्रिटन नेहमी अशा लोकांसाठी खुले असेल ज्यांना येथे राहायचे आहे काम करायचे आहे आणि
23884,419,45,9.31,0.4484,0.0002,3.2209,तथापि यूकेमध्ये न राहणाऱ्या व्यक्तींसाठी आणि तसेच विदेशस्थित कंपन्यांसाठी कठोर म
23885,384,48,8.0,0.4855,0.0003,3.1986,अनेक लोकांसाठी स्वप्नातील घराची मालकी मिळविण्याचे स्वप्न फार दूरचे बनले आहे आणि 
23886,155,25,6.2,0.5423,0.0003,3.1869,जॅक रॉस “माझे अंतिम ध्येय स्कॉटलंडचा व्यवस्थापक बनणे आहे”
23887,260,36,7.22,0.5313,0.0003,3.1869,संदरलँडचे मालक जॅक रॉस म्हणाले की त्यांचे “अंतिम ध्येय” एके दिवशी स्कॉटलंडचा व्य
23888,399,58,6.88,0.5296,0.0002,3.1957,42 वयाचे स्कॉट नॉर्थइस्ट क्लबचे पुनरुज्जीवन करताना आव्हानांचा आनंद लुटत आहेत आणि
23889,338,56,6.04,0.5551,0.0003,3.2192,मागील सीझनमध्ये सेंट मीरेनला मार्गदर्शन करून परत स्कॉटिश प्रीमियरशिपमध्ये आणत या
23890,136,19,7.16,0.4709,0.0004,3.1292,“मला माझ्या देशासाठी एक खेळाडू म्हणून खेळायचे होते
23891,271,41,6.61,0.5201,0.0003,3.2104,मला बी कॅप मिळाली आणि तेवढेच मिळाले” असे रॉस यांनी बीबीसी स्कॉटलंडच्या स्पोर्ट्स
23892,351,47,7.47,0.5134,0.0003,3.2423,“पण एक लहान मुलगा असताना माझ्या वडिलांबरोबर हँपडेन येथे स्कॉटलंडला खेळताना पहात 
23893,178,27,6.59,0.5057,0.0003,3.1869,ती संधी केवळ तेव्हाच येईल जेव्हा मी क्लब व्यवस्थापनात यशस्वी होईल”
23894,417,79,5.28,0.6262,0.0002,3.2509,संदरलँडचे व्यवस्थापक म्हणून रॉस यांच्या अगोदर डिक अॅड्व्होकाट डेव्हिड मोयेस सॅम 
23895,558,88,6.34,0.516,0.0002,3.1869,माजी अॅलोआ अॅथ्लेटिकच्या मालकाने म्हटले की अशा मोठ्या क्लबमधील अशा सुस्थापित नाव
23896,265,38,6.97,0.561,0.0003,3.1881,“या क्षणी माझ्यासाठी यशाचे मापन ‘मी या क्लबला प्रीमियर लीगमध्ये घेऊन जाईन की नाह
23897,307,44,6.98,0.4823,0.0002,3.2008,या क्लबमधील संरचना आणि सुविधा यांच्यामुळे हा क्लब निस्संशयपणे प्रीमियर लीगमध्ये 
23898,297,49,6.06,0.5894,0.0003,3.1333,“याला तेथे घेऊन जाणे सोपे काम नाही पण मी जर क्लबला परत तेथे नेऊ शकलो तरच कदाचित 
23899,435,59,7.37,0.4715,0.0002,3.2441,डंबर्टन येथे सहाय्यक मालक आणि हार्ट्समधील प्रशिक्षण कर्मचाऱ्याच्या 15 महिन्यांच्
23900,473,56,8.45,0.4739,0.0002,3.2218,त्यांनी नंतर अॅलोआला बाहेर पडण्यापासून तिसऱ्या टियरकडे सुधारण्यात मदत केली आणि स
23901,431,63,6.84,0.5311,0.0002,3.2071,आणि रॉस म्हणतात की त्यांना त्यांच्या क्लाईड हार्ट्लपूल फालकर्क सेंट मीरेन आणि हॅ
23902,209,29,7.21,0.5446,0.0003,3.1039,“अॅलोआचा भार स्वीकारणे म्हणजे “कदाचित तो खरंच चौरस्ता होता” असे त्यांना आठवते
23903,240,30,8.0,0.4723,0.0003,3.1171,“मला खरंच असे वाटते की व्यवस्थापन माझ्यासाठी जास्त योग्य होते खेळण्यापेक्षा देखी
23904,293,48,6.1,0.5587,0.0003,3.1869,हे विचित्र वाटते कारण मी ठिकठाक खेळलो त्यातून रास्त राहणीमान बनविले आणि काही रास
23905,67,9,7.44,0.4817,0.0003,3.1869,परंतु खेळणे कठीण असू शकते
23906,132,16,8.25,0.4525,0.0003,3.1869,दर आठवड्यास तुम्हाला अनेक गोष्टींमधून जावे लागते
23907,285,44,6.48,0.5151,0.0002,3.1869,मी आज देखील कामाच्या तणाव आणि दबावाच्या परिस्थितींमधून जातो पण तरी देखील व्यवस्थ
23908,447,61,7.33,0.4992,0.0003,3.1869,मला नेहमी व्यवस्थापन करायचे होते आणि आता मी ते करत आहे आणि मी माझ्या संपूर्ण प्र
23909,302,49,6.16,0.5416,0.0003,3.3369,तुम्ही रविवारी 30 सप्टेंबर रोजी रेडिओ स्कॉटलंडवर 1200 आणि 1300 बीएसटी दरम्यान स्
23910,182,22,8.27,0.4786,0.0002,3.1869,सर्वेक्षणानुसार मद्यपानाची अचूक वेळ शनिवारी सायंकाळी 530 वाजताची आहे
23911,289,38,7.61,0.496,0.0002,3.2416,उन्हाळ्यातील गरमीने ब्रिटनच्या धडपडणाऱ्या पब्जना चालना मिळाली पण रेस्टॉरंट साखळ्
23912,312,43,7.26,0.4948,0.0002,3.2473,पब आणि बार समूहांनी जुलैमध्ये 27 टक्के वाढ पहिली – पण रेस्टॉरंट्सचा व्यवसाय 48 ट
23913,869,102,8.52,0.452,0.0002,3.2668,व्यावसायिक सल्ला केंद्र सीजीएचे पीटर मार्टिन ज्यांनी आकड्यांचे संकलन केले आहे ते
23914,193,22,8.77,0.4577,0.0003,3.2071,जूनमधील रेस्टॉरंटमधील 18 टक्क्यांची व्यवसायातील घट जुलैमध्ये आणखी वाढली
23915,303,38,7.97,0.4988,0.0002,3.2293,रेस्टॉरंट्सचा व्यवसाय जेवढा कमी होता त्याच्यापेक्षा जास्त पेय पुरविणारे पब आणि ब
23916,289,41,7.05,0.5375,0.0003,3.1944,पदार्थ पुरविणारे पब्ज देखील जरी रेस्टॉरंट चालविणाऱ्यांएवढे नाट्यमयरीत्या नसले तर
23917,118,18,6.56,0.5263,0.0004,3.1869,असे वाटले की लोक फक्त पिण्यासाठी बाहेर पडतात
23918,288,41,7.02,0.5153,0.0002,3.1869,सुव्यवस्थापित पब्ज आणि बार्समधील पेयांची विक्री त्या महिन्यात 66 टक्के वाढली तर 
23919,333,54,6.17,0.5444,0.0002,3.2066,आराम आणि आदरातिथ्य विश्लेषक आरएसएमचे पॉल न्यूमॅन म्हणाले “हे परिणाम एप्रिल अखेरप
23920,343,44,7.8,0.4846,0.0003,3.2316,बाह्य बाजारपेठेतील विक्रीचा जेथे प्रश्न येतो हवामान आणि महत्त्वाचे सामाजिक किंवा
